city,state,date,shape,city_latitude,city_longitude
Orlando,FL,8/30/2019,unknown,28.5192467,-81.35409598
Landers,CA,8/30/2019,flash,34.3003,-116.45515
Grand Rapids,MI,9/7/2019,circle,42.94334184,-85.64301557
Hudsonville,MI,9/7/2019,cigar,42.8555,-85.8828
Woodbury,CT,9/7/2019,light,41.5606,-73.2062
Endicott,NY,9/7/2019,sphere,42.146,-76.0909
Oxnard,CA,8/30/2019,light,34.1945005,-119.1631608
Myrtle Point,OR,8/30/2019,light,43.068,-124.0355
Effort,PA,8/30/2019,light,40.9619,-75.4688
San Jose,CA,8/31/2019,triangle,37.33884202,-121.8897057
Beaverton,OR,8/31/2019,triangle,45.4835597,-122.8374352
Prospect,CT,8/31/2019,circle,41.4994,-72.9764
Liberty,NY,8/31/2019,unknown,41.8071,-74.7321
Springfield,MO,9/7/2019,light,37.19880654,-93.30922289
Corona,CA,9/7/2019,sphere,33.85916486,-117.5794465
Poughkeepsie,NY,9/7/2019,unknown,41.69275821,-73.894101
Saint Charles,MO,9/8/2019,circle,38.77286687,-90.55506209
Medford,OR,8/31/2019,other,42.31514948,-122.8460668
Lake Oswego,OR,8/31/2019,egg,45.41070558,-122.7094171
Boston,MA,9/8/2019,cross,42.34166295,-71.06563371
Southington,CT,9/8/2019,unknown,41.6005,-72.8764
Carleton Place,ON,9/8/2019,formation,45.13810385,-76.15424615
Cape Coral,FL,9/8/2019,oval,26.6164217,-81.97006592
Prosser,WA,9/8/2019,light,46.1287,-119.6798
Idyllwild,CA,8/31/2019,light,33.7631,-116.7364
Minnetonka,MN,8/31/2019,oval,44.9198,-93.4832
Crivitz,WI,8/31/2019,light,45.2474,-88.1259
Vernal,UT,8/31/2019,circle,40.54972769,-109.5689723
Biddeford,ME,8/31/2019,unknown,43.49605205,-70.48811781
Lakewood,CA,9/9/2019,changing,33.84574457,-118.1162034
Williamstown,KY,9/9/2019,circle,38.64,-84.5935
Overland Park,KS,9/10/2019,circle,38.9210923,-94.69181576
Everett,WA,9/10/2019,cigar,47.92466491,-122.2193999
Hattiesburg,MS,9/1/2019,triangle,31.29504932,-89.36069521
North Providence,RI,9/1/2019,circle,41.85285088,-71.47219298
Rio Rancho,NM,9/1/2019,unknown,35.26685241,-106.7217166
Taos,NM,9/1/2019,rectangle,36.4146,-105.5222
Valatie,NY,9/1/2019,flash,42.4076,-73.6564
Pismo Beach,CA,9/1/2019,light,35.1546,-120.6595
Flagstaff,AZ,9/10/2019,cross,35.26331311,-111.529024
Vancouver,WA,9/10/2019,unknown,45.65808015,-122.5849084
Rice Lake,WI,9/10/2019,light,45.5233,-91.6999
Seaside,CA,9/10/2019,light,36.6249,-121.8257
Myrtle Beach,SC,9/10/2019,rectangle,33.68315,-78.9395391
Rio Rancho,NM,9/10/2019,light,35.26685241,-106.7217166
Anaheim,CA,9/11/2019,circle,33.83243274,-117.8913252
Everett,WA,9/11/2019,circle,47.92466491,-122.2193999
League City,TX,9/1/2019,circle,29.50749878,-95.08956569
Reading,PA,9/1/2019,fireball,40.3399881,-75.94901358
Bloomingdale,MI,9/1/2019,other,42.3828,-85.957
Maple Grove,MN,9/1/2019,fireball,45.12510526,-93.47469158
Aurora,CO,9/1/2019,fireball,39.68000199,-104.7929671
Oakville,CT,9/11/2019,circle,41.5953,-73.0803
Perris,CA,9/2/2019,light,33.81609698,-117.2510491
Atlanta,GA,9/2/2019,disk,33.80870552,-84.38988232
Council Bluffs,IA,9/2/2019,circle,41.24365158,-95.79313316
Center Moriches,NY,9/2/2019,triangle,40.8004,-72.7898
Long Beach,CA,9/2/2019,formation,33.79002329,-118.1731053
Burkesville,KY,9/3/2019,disk,36.7489,-85.366
Breckenridge,CO,9/3/2019,disk,39.4678,-105.9962
Bowling Green,KY,9/3/2019,cigar,37.03270773,-86.41964444
Madison,OH,9/3/2019,light,41.7932,-81.0578
Olympia,WA,9/3/2019,formation,47.03031595,-122.896931
Utica,NY,9/3/2019,other,43.11854496,-75.17409884
Omaha,NE,9/4/2019,chevron,41.2548518,-96.06482785
Trenton,ON,9/4/2019,cigar,44.09245652,-77.57383696
Laurel,MD,9/4/2019,chevron,39.10098685,-76.85729252
Sparta,WI,9/4/2019,formation,43.9865,-90.7935
Westminster,CO,9/4/2019,rectangle,39.86919778,-105.0420067
Wellfleet,MA,9/4/2019,light,41.9215,-70.0169
Ozona,TX,9/4/2019,light,30.575,-101.3596
Sparta,WI,9/4/2019,sphere,43.9865,-90.7935
Ashland,WI,9/5/2019,formation,46.5632,-90.9065
Eagle,ID,9/5/2019,circle,43.7922,-116.3878
Sayreville,NJ,9/5/2019,light,40.4593,-74.361
Leavenworth,KS,9/5/2019,light,39.30139403,-94.97446119
North Prairie,WI,9/6/2019,circle,42.9338,-88.403
North East,MD,9/6/2019,unknown,39.5754,-75.9269
Newburg,PA,1/10/2019,disk,40.149,-77.5953
Spruce Grove,AB,2/3/2019,light,53.52207424,-113.9079652
Naples,FL,2/14/2019,diamond,26.19318197,-81.73703022
Virginia Beach,VA,2/18/2019,sphere,36.83730134,-76.06194815
Beaufort,SC,2/19/2019,oval,32.39870179,-80.69887232
Mount Joy,PA,2/20/2019,disk,40.1142,-76.5088
McKenzie,AL,2/25/2019,triangle,31.6003,-86.8338
Columbia,SC,2/26/2019,disk,34.02910564,-80.99284039
Byron,GA,2/27/2019,unknown,32.6612,-83.7854
Decatur,GA,2/27/2019,light,33.74485063,-84.26857785
Mount Prospect,IL,2/28/2019,sphere,42.0624,-87.9309
Wilmington,NC,2/28/2019,light,34.23837495,-77.87846769
Lakewood,WA,2/28/2019,triangle,47.16019821,-122.530457
Maple Valley,WA,2/28/2019,light,47.4061,-121.9953
Wichita,KS,2/28/2019,rectangle,37.69639785,-97.3295401
Carrollton,GA,2/28/2019,disk,33.57161942,-85.0963036
Watervliet,NY,2/28/2019,light,42.7355,-73.7204
Los Angeles,CA,2/28/2019,changing,34.05070709,-118.2799351
Red Wing,MN,3/1/2019,triangle,44.5232,-92.5378
Eagle River,AK,3/1/2019,cylinder,61.2149,-149.2583
Mebane,NC,3/1/2019,changing,36.1399,-79.2665
East Wenatchee,WA,3/1/2019,light,47.494,-120.1955
Ypsilanti,MI,3/1/2019,rectangle,42.23633504,-83.60297037
Voorheesville,NY,3/2/2019,diamond,42.6213,-73.9721
Gainesville,FL,3/2/2019,sphere,29.64608679,-82.3810761
Mount Vernon,IN,3/2/2019,other,37.9106,-87.7815
New River,AZ,3/2/2019,formation,33.9521,-112.0789
Pittsburgh,PA,3/2/2019,light,40.44309195,-79.97424169
Peoria,AZ,3/3/2019,rectangle,33.65789817,-112.246642
Fairmount,GA,3/3/2019,light,34.433,-84.6827
Nipomo,CA,3/3/2019,flash,35.0508,-120.4858
Killingworth,CT,3/3/2019,light,41.3764,-72.5833
Lemoyne,PA,3/4/2019,teardrop,40.2525,-76.897
Port murray,NJ,3/4/2019,sphere,40.7917,-74.902
Silverthorne,CO,3/4/2019,light,39.743568,-106.163004
Fontana,CA,3/4/2019,changing,34.12167083,-117.4599851
Cheyenne,WY,3/4/2019,triangle,41.14922477,-104.8239125
Downey,CA,3/5/2019,light,33.93563473,-118.1337717
Hamilton,OH,3/5/2019,rectangle,39.42305109,-84.55280973
Angleton,TX,3/5/2019,oval,29.18353,-95.45305
Surrey,BC,3/5/2019,fireball,49.13031102,-122.8063294
Virginia Beach,VA,3/6/2019,light,36.83730134,-76.06194815
Mckeesport,PA,3/7/2019,diamond,40.32757429,-79.83367929
Spanaway,WA,3/7/2019,light,47.104,-122.4346
Monument,CO,3/7/2019,formation,39.04823801,-104.8162854
Colorado Springs,CO,3/7/2019,flash,38.8614783,-104.7803978
Newmarket,ON,3/8/2019,circle,44.05629809,-79.47185496
Cumming,GA,3/8/2019,disk,34.17941111,-84.14029454
Savannah,GA,3/9/2019,triangle,32.02970094,-81.13525336
Layton,UT,3/9/2019,light,41.07884085,-111.9619746
Old Bridge,NJ,3/14/2019,egg,40.3958,-74.3255
Palm Bay,FL,3/14/2019,formation,27.99618065,-80.6510457
Palmetto,FL,3/14/2019,formation,27.59220375,-82.50594
Livonia,MI,3/14/2019,triangle,42.39550475,-83.37302849
Tucson,AZ,3/9/2019,circle,32.25994076,-110.9275423
North Woodstock,NH,3/10/2019,disk,43.9991,-71.7326
Pittsburgh,PA,3/10/2019,flash,40.44309195,-79.97424169
Dayton,OH,3/10/2019,circle,39.73540852,-84.16762781
Sherman Oaks,CA,3/10/2019,formation,34.14653158,-118.4467077
Anchorage,AK,3/10/2019,light,61.18196014,-149.8425268
Lovettsville,VA,3/10/2019,sphere,39.2687,-77.6305
Boise,ID,3/10/2019,light,43.6144452,-116.244678
Arnold,MO,3/10/2019,light,38.4231,-90.4006
Stacy,MN,3/11/2019,changing,45.4067,-93.0302
Lakewood,WA,3/11/2019,sphere,47.16019821,-122.530457
Key West,FL,3/11/2019,triangle,24.58480294,-81.68395882
Salt Lake City,UT,3/11/2019,circle,40.70446486,-111.8821388
Orr,MN,3/11/2019,other,48.1587,-92.8336
Davie,FL,3/11/2019,light,26.0629,-80.2331
Forest Hill,MD,3/11/2019,light,39.5846,-76.3918
Wareham,MA,3/12/2019,oval,41.7636,-70.716
Perkasie,PA,3/12/2019,light,40.3721,-75.2927
Dallas,GA,3/12/2019,triangle,33.91221042,-84.88004788
New Richmond,OH,3/12/2019,light,38.9598,-84.2295
Kingman,AZ,3/13/2019,formation,35.2201088,-113.9018102
Raymore,MO,3/13/2019,cylinder,38.797,-94.4492
Fellsmere,FL,3/14/2019,light,27.7896,-80.5996
Cloquet,MN,1/21/2019,changing,46.744,-92.5739
Pacific Palisades,CA,2/16/2019,cigar,34.0797,-118.5484
Birmingham,AL,2/18/2019,unknown,33.4809158,-86.77946934
Syracuse,UT,2/19/2019,light,41.0504,-112.061
Tolar,TX,2/22/2019,light,32.3825,-97.9209
East Hartford,CT,2/22/2019,triangle,41.75982596,-72.61625721
Riverton,UT,2/23/2019,cone,40.4774,-112.0082
Millinocket,ME,2/23/2019,egg,45.7226,-68.7951
Freehold,NJ,2/23/2019,light,40.2321,-74.2986
Natchez,MS,2/24/2019,unknown,31.5692,-91.3289
San Diego,CA,2/24/2019,light,32.78722908,-117.1402677
Montebello,CA,2/24/2019,circle,34.0092,-118.1083
Mount Juliet,TN,2/24/2019,light,36.17214815,-86.49074815
Bonney Lake,WA,2/24/2019,circle,47.1771,-122.1865
Virginia Beach,VA,2/24/2019,unknown,36.83730134,-76.06194815
Philadelphia,PA,2/24/2019,flash,39.99063505,-75.14580121
North Branford,CT,2/24/2019,flash,41.3386,-72.7391
Plaistow,NH,2/24/2019,oval,42.843,-71.095
Cheney,KS,2/25/2019,light,37.6558,-97.7988
Seminole,OK,2/26/2019,light,35.24316667,-96.63644
Covina,CA,1/8/2019,light,34.09060591,-117.8872734
Billings,MT,1/15/2019,diamond,45.75458535,-108.5015771
Elgin,OK,2/26/2019,disk,34.7171,-98.282
Summerville,SC,2/26/2019,egg,33.0313964,-80.18812302
Warrenville,SC,2/26/2019,circle,33.5146,-81.8168
Glidden,IA,2/26/2019,light,42.0801,-94.7044
Kula,HI,2/26/2019,light,20.702,-156.2581
MiddleTown,NJ,1/15/2019,diamond,40.3965,-74.1075
brookfield,CT,1/21/2019,circle,41.4673,-73.3883
Winterhaven,CA,1/31/2019,circle,32.8701,-114.7223
Sabattus,ME,2/8/2019,oval,44.1316,-70.0606
Vacaville,CA,2/8/2019,unknown,38.37745937,-121.9954875
Vacaville,CA,2/9/2019,unknown,38.37745937,-121.9954875
Cape Coral,FL,2/27/2019,light,26.6164217,-81.97006592
Jamesville,NY,2/13/2019,triangle,42.9605,-76.0589
Auburn,WA,2/13/2019,light,47.29995649,-122.1808829
Vancouver,WA,2/13/2019,light,45.65808015,-122.5849084
Saint Charles,MO,2/13/2019,light,38.77286687,-90.55506209
Listowel,ON,2/15/2019,other,43.7334,-80.9497
Ontario,CA,2/15/2019,triangle,34.04399899,-117.6222259
Austin,TX,2/15/2019,sphere,30.30846944,-97.76011171
Jacksonville,AR,2/16/2019,disk,34.9184,-92.1362
Clinton,NY,2/16/2019,light,43.0361,-75.3817
Moriarty,NM,2/16/2019,disk,34.9555,-105.9957
Pinole,CA,2/16/2019,triangle,37.9927,-122.2761
Garner,NC,2/16/2019,circle,35.6461,-78.5791
Garner,NC,2/16/2019,other,35.6461,-78.5791
Powell Butte,OR,2/16/2019,circle,44.2378,-121.014
Benld,IL,2/17/2019,changing,39.0896,-89.7978
Tallahassee,FL,1/26/2019,triangle,30.47439335,-84.25529035
Bedford,VA,2/5/2019,oval,37.3211,-79.5274
Aurora,OH,2/3/2019,circle,41.319,-81.3353
New Kent,VA,2/17/2019,diamond,37.5583,-77.0629
Coachella,CA,2/17/2019,light,33.7021,-116.1712
Vacaville,CA,2/17/2019,unknown,38.37745937,-121.9954875
Charleston,SC,2/18/2019,egg,32.80388723,-79.96885661
Albuquerque,NM,2/19/2019,light,35.10348122,-106.6124752
Lee,MA,2/5/2019,light,42.2849,-73.2142
Bixby,OK,2/19/2019,rectangle,35.9221,-95.8776
Yukon,OK,2/19/2019,fireball,35.53289048,-97.77063492
Guthrie,OK,2/6/2019,other,35.859,-97.434
San Pedro,CA,2/7/2019,changing,33.73561209,-118.2994093
Silverton,OR,2/7/2019,unknown,45.0051,-122.7832
Hugo,OK,2/7/2019,rectangle,34.0144,-95.4885
Melbourne,FL,2/19/2019,light,28.1430129,-80.69558756
Stowe,VT,2/20/2019,triangle,44.4806,-72.7177
Nokomis,FL,2/20/2019,light,27.17915976,-82.39006951
Carrollton,GA,2/21/2019,disk,33.57161942,-85.0963036
Fort Myers,FL,2/7/2019,light,26.58139709,-81.84065303
Walkerville,MI,2/8/2019,triangle,43.7287,-86.1094
Muskogee,OK,2/8/2019,unknown,35.68955111,-95.35847407
Santa Barbara,CA,2/8/2019,cylinder,34.3170381,-119.7205414
Monument,CO,2/8/2019,circle,39.04823801,-104.8162854
Myrtle Beach,SC,2/8/2019,sphere,33.68315,-78.9395391
Needles,CA,2/8/2019,cigar,34.7858,-114.5993
Walkerville,MI,2/9/2019,triangle,43.7287,-86.1094
Salt Lake City,UT,1/9/2019,fireball,40.70446486,-111.8821388
Federal Way,WA,1/13/2019,other,47.30653738,-122.3429007
Tucson,AZ,1/18/2019,rectangle,32.25994076,-110.9275423
Johnston,RI,2/9/2019,triangle,41.8287,-71.5185
Palm Coast,FL,2/9/2019,light,29.540925,-81.20838512
Farmington,NH,2/9/2019,triangle,43.3713,-71.0759
Burlington,NC,2/9/2019,light,36.05402121,-79.47029091
Sewell,NJ,2/9/2019,circle,39.7615,-75.1245
Blue Hill,ME,2/10/2019,triangle,44.4264,-68.5909
Corning,IA,2/10/2019,unknown,40.9918,-94.7942
Charleston,WV,2/10/2019,circle,38.3560959,-81.64009134
Chesnee,SC,1/22/2019,triangle,35.1121,-81.9154
Lawrenceville,GA,1/22/2019,triangle,33.95629913,-84.01987614
Sioux Falls,SD,1/23/2019,disk,43.54381423,-96.72227173
Oklahoma City,OK,1/23/2019,changing,35.47186178,-97.5263035
Fanwood,NJ,2/10/2019,circle,40.6419,-74.387
Kalispell,MT,2/10/2019,light,48.1986275,-114.38388
North Attleboro,MA,2/10/2019,circle,41.9659828,-71.32585269
Selden,NY,2/11/2019,diamond,40.8714,-73.0425
Cape Canaveral,FL,2/12/2019,circle,28.3898,-80.6051
Penrose,CO,1/23/2019,sphere,38.496,-105.0535
Mansfield,TX,1/23/2019,light,32.5702,-97.1313
Rohnert Park,CA,1/23/2019,triangle,38.34323901,-122.7040505
Burleson,TX,1/23/2019,changing,32.53071887,-97.30784906
Warrenton,MO,1/24/2019,changing,38.8142,-91.2076
Lowell,MA,1/24/2019,oval,42.63697641,-71.32283766
Boise,ID,1/24/2019,triangle,43.6144452,-116.244678
Oakland,CA,1/24/2019,light,37.80316673,-122.2309961
Austin,TX,1/20/2019,sphere,30.30846944,-97.76011171
Springer,OK,1/20/2019,rectangle,34.3874,-97.3806
Fresno,CA,1/24/2019,unknown,36.78825093,-119.7894705
Spring City,TN,1/29/2019,changing,35.6827,-84.7906
Sumner,WA,1/29/2019,light,47.1725,-122.1845
Webster,NY,1/30/2019,cylinder,43.2186,-77.4494
Springfield,MA,2/1/2019,flash,42.1097877,-72.5538377
Chicopee,MA,2/12/2019,circle,42.1792963,-72.56494815
Slidell,LA,2/13/2019,circle,30.27322745,-89.77182255
Kenai,AK,2/13/2019,cylinder,60.6606,-150.906
Conyers,GA,2/13/2019,light,33.64335926,-84.0122786
Chili,WI,2/13/2019,unknown,44.6037,-90.3362
Salt Lake City,UT,1/24/2019,cylinder,40.70446486,-111.8821388
Dawsonville,GA,1/24/2019,diamond,34.463,-84.151
Springfield,OR,1/25/2019,disk,44.0731708,-122.9363885
Travelers Rest,SC,1/25/2019,light,35.0768,-82.4361
Burlington,ON,1/25/2019,light,43.38223451,-79.82626717
Gillette,WY,2/1/2019,circle,44.34486316,-105.62221
South Amboy,NJ,2/2/2019,circle,40.4779,-74.2907
Sandpoint,ID,2/2/2019,cigar,48.3432,-116.4536
Beulah,CO,2/2/2019,fireball,38.113,-104.9223
Robinson,PA,2/2/2019,unknown,40.407,-79.1255
Pittsburgh,PA,2/2/2019,triangle,40.44309195,-79.97424169
Fayetteville,AR,2/14/2019,egg,36.04787185,-94.04453778
Canal Winchester,OH,1/25/2019,other,39.8251,-82.7958
Easton,PA,1/25/2019,oval,40.68146598,-75.24327623
Overland Park,KS,1/25/2019,triangle,38.9210923,-94.69181576
Kintnersville,PA,1/25/2019,triangle,40.5324,-75.2195
Seattle,WA,1/25/2019,light,47.60904639,-122.3260283
Easton,PA,1/25/2019,unknown,40.68146598,-75.24327623
Puyallup,WA,1/25/2019,light,47.14574064,-122.2924202
Haiku,HI,1/26/2019,light,20.8588,-156.1405
Roseville,CA,2/3/2019,circle,38.76717396,-121.3107662
Peoria,AZ,2/3/2019,fireball,33.65789817,-112.246642
Tampa,FL,2/3/2019,circle,28.00681436,-82.47646101
Kalamazoo,MI,2/4/2019,circle,42.28467812,-85.60508273
Tulsa,OK,1/26/2019,unknown,36.10945588,-95.93524542
Cranston,RI,1/26/2019,other,41.77119239,-71.46207462
Hayden,ID,1/26/2019,light,47.7887,-116.7112
Hagerstown,MD,1/26/2019,other,39.63588759,-77.69398797
Stamford,CT,1/27/2019,oval,41.07031835,-73.54236269
Louisville,KY,1/27/2019,circle,38.21121447,-85.68918456
Sarasota,FL,1/1/2019,egg,27.31073444,-82.49044026
Baton Rouge,LA,1/1/2019,triangle,30.42736711,-91.08695573
Virginia Beach,VA,1/9/2019,fireball,36.83730134,-76.06194815
Fort Lauderdale,FL,1/10/2019,oval,26.13691468,-80.21914076
Philipsburg,PA,2/4/2019,fireball,40.8624,-78.1734
Ithaca,NY,2/4/2019,circle,42.41041895,-76.51318263
Des Moines,IA,2/5/2019,cigar,41.5997162,-93.61890937
San Luis Obispo,CA,2/5/2019,light,35.26286675,-120.6247886
Billings,MT,2/5/2019,circle,45.75458535,-108.5015771
Haltom City,TX,1/27/2019,oval,32.8034,-97.2665
Hampstead,MD,1/27/2019,fireball,39.6162,-76.8258
Lansdale,PA,1/28/2019,disk,40.2262,-75.2931
Austell,GA,1/28/2019,circle,33.79782804,-84.59785421
Bel Air,MD,1/28/2019,disk,39.54241707,-76.32874878
Estacada,OR,1/13/2019,cigar,45.2082,-122.0669
Creswell,OR,1/16/2019,triangle,43.9066,-123.0275
Thorp,WI,1/17/2019,unknown,44.9433,-90.8004
Corte Madera,CA,2/5/2019,oval,37.925684,-122.513884
Oxon Hill,MD,2/5/2019,circle,38.80456087,-76.99453696
Nipomo,CA,2/5/2019,light,35.0508,-120.4858
Toms River,NJ,2/6/2019,circle,39.98447273,-74.19884457
Portland,OR,2/6/2019,disk,45.51052971,-122.6652038
Madison,CT,2/6/2019,sphere,41.3433,-72.6413
Riverton,WY,2/6/2019,sphere,42.92,-108.0467
Pembroke Pines,FL,2/6/2019,light,26.0032,-80.2239
Chino,CA,1/28/2019,light,34.0122,-117.6889
Waterbury,CT,1/28/2019,light,41.55679782,-73.03441525
Seattle,WA,1/28/2019,unknown,47.60904639,-122.3260283
Dover,DE,1/28/2019,triangle,39.16652996,-75.52987906
Stokes,NC,1/28/2019,rectangle,35.7049,-77.2597
Allen,TX,1/18/2019,other,33.09563333,-96.64254298
Junction City,OR,1/18/2019,triangle,44.2119,-123.285
Los Angeles,CA,1/19/2019,circle,34.05070709,-118.2799351
Clermont,FL,1/29/2019,light,28.51724828,-81.78506552
Alamogordo,NM,1/29/2019,circle,32.84206825,-105.970481
Twin Falls,ID,1/29/2019,light,42.43310923,-114.5794446
Hilton,NY,1/30/2019,disk,43.2891,-77.8278
Kenilworth,NJ,1/30/2019,light,40.6778,-74.2917
Baltimore,MD,1/30/2019,triangle,39.31307269,-76.61182202
Oklahoma City,OK,1/19/2019,triangle,35.47186178,-97.5263035
Jackson,MS,1/20/2019,light,32.3267748,-90.19263976
Arlington,VA,1/20/2019,circle,38.87600859,-77.09626457
Snohomish,WA,1/30/2019,light,47.91181404,-122.0352068
Spokane,WA,1/30/2019,unknown,47.68357629,-117.3863311
Seattle,WA,1/31/2019,circle,47.60904639,-122.3260283
Albany,OR,1/31/2019,fireball,44.63083692,-123.0677431
Lumpkin,GA,1/31/2019,other,32.0356,-84.8549
Wasilla,AK,1/20/2019,light,61.53757925,-149.5421038
Lincoln,MI,1/20/2019,circle,44.7243,-83.455
Fort Collins,CO,1/20/2019,other,40.55069823,-105.077295
Goldsboro,NC,1/20/2019,triangle,35.3670578,-77.96448532
Springfield,MO,1/20/2019,unknown,37.19880654,-93.30922289
Las vegas,NV,1/31/2019,light,36.14124586,-115.1865919
Beachwood,NJ,1/20/2019,fireball,39.9279,-74.2017
Toms River,NJ,1/20/2019,light,39.98447273,-74.19884457
Saint James,NY,1/20/2019,light,40.8934,-73.1804
Austin,TX,1/20/2019,triangle,30.30846944,-97.76011171
Ida,MI,1/20/2019,circle,41.8891,-83.578
Lexington,KY,1/20/2019,chevron,38.00883949,-84.47708249
Richmond,VA,1/21/2019,chevron,37.55860754,-77.50798002
Bryan,TX,1/1/2019,oval,30.68874087,-96.35819183
Omaha,NE,1/3/2019,light,41.2548518,-96.06482785
Herriman,UT,1/4/2019,light,40.5141,-112.033
Detroit,MI,1/5/2019,flash,42.36885467,-83.11026847
Thomaston,GA,1/21/2019,light,32.8685,-84.3246
Ann Arbor,MI,1/21/2019,unknown,42.28027534,-83.73625456
Oregon City,OR,1/21/2019,other,45.3573,-122.6068
Longview,WA,1/21/2019,circle,46.1933,-123.0548
Wakefield,MA,1/21/2019,triangle,42.5013,-71.0689
Moncks Corner,SC,1/21/2019,light,33.118,-80.0384
Bothell,WA,1/21/2019,oval,47.81147362,-122.1998719
Sacramento,CA,1/6/2019,sphere,38.57580181,-121.4500996
Oakland,CA,1/7/2019,light,37.80316673,-122.2309961
Colorado Springs,CO,1/8/2019,light,38.8614783,-104.7803978
Lindale,TX,1/9/2019,formation,32.5316,-95.3916
Fort Lee,VA,1/9/2019,circle,37.2357,-77.3366
Narragansett,RI,1/21/2019,light,41.4501,-71.4495
Versailles,KY,1/21/2019,triangle,37.9969,-84.7466
Oakland,TN,1/21/2019,circle,35.2199,-89.4996
Annandale,VA,1/22/2019,light,38.8381,-77.2121
Columbus,OH,1/22/2019,unknown,40.00341687,-82.99822087
Tucson,AZ,1/22/2019,rectangle,32.25994076,-110.9275423
Boise,ID,1/23/2019,cylinder,43.6144452,-116.244678
Maryville,TN,1/10/2019,circle,35.70236415,-83.98648396
Jackson springs,NC,1/11/2019,oval,35.1825,-79.6234
Abingdon,MD,1/11/2019,circle,39.4738,-76.2894
Mooresville,NC,1/11/2019,unknown,35.57407703,-80.86029617
Arvada,CO,1/11/2019,flash,39.82714549,-105.110184
Storrs,CT,1/12/2019,circle,41.79287895,-72.25314737
Shelton,WA,1/12/2019,disk,47.2389,-123.2061
Fulton,NY,1/12/2019,formation,43.348,-76.3422
Hamilton,MT,1/1/2019,light,46.1612,-114.1401
Lothian,MD,1/1/2019,fireball,38.8011,-76.6469
Tigard,OR,1/1/2019,circle,45.4312,-122.7715
Mobile,AL,1/2/2019,triangle,30.68156511,-88.13669395
Englewood,FL,1/2/2019,formation,26.95863265,-82.3251
Vancouver,WA,1/13/2019,changing,45.65808015,-122.5849084
Issaquah,WA,1/13/2019,diamond,47.51993158,-122.0075816
East Lansing,MI,1/13/2019,circle,42.75875688,-84.44804771
Auburn,WA,1/13/2019,other,47.29995649,-122.1808829
South Deerfield,MA,1/13/2019,triangle,42.4764,-72.6264
Wesley Chapel,FL,1/2/2019,changing,28.2397,-82.3279
Wichita,KS,1/3/2019,triangle,37.69639785,-97.3295401
Spring Grove,IL,1/4/2019,light,42.451,-88.2213
Streator,IL,1/4/2019,sphere,41.1266,-88.8453
Kingdom City,MO,1/4/2019,light,38.9616,-91.9341
Quitman,AR,1/4/2019,fireball,35.4092,-92.1818
Butler,PA,1/14/2019,circle,40.88344038,-79.90976154
Springville,UT,1/14/2019,circle,40.209,-111.474
Glenpool,OK,1/14/2019,unknown,35.9261,-96.0193
Georgetown,MA,1/15/2019,unknown,42.7251,-70.9912
Los Angeles,CA,1/15/2019,circle,34.05070709,-118.2799351
Palm Beach Gardens,FL,1/4/2019,circle,26.83890994,-80.16463636
Hillsboro,OR,1/4/2019,cylinder,45.53464439,-122.9311911
Gastonia,NC,1/4/2019,circle,35.23324978,-81.17918458
Richmond,KY,1/5/2019,circle,37.76628833,-84.30296
Statham,GA,1/4/2019,sphere,33.957,-83.5715
Rumford,RI,1/5/2019,unknown,41.8442,-71.3532
Nashville,TN,1/5/2019,light,36.13170004,-86.77681349
Cathedral City,CA,1/15/2019,circle,33.8205,-116.4586
Quincy,MA,1/16/2019,fireball,42.24558955,-71.01388909
Oakdale,NY,1/16/2019,sphere,40.7354,-73.1311
Cincinnati,OH,1/5/2019,triangle,39.17450312,-84.48136299
Miami,FL,1/5/2019,sphere,25.77414271,-80.2895185
Paragould,AR,1/5/2019,other,36.10192381,-90.46768095
Port Saint Lucie,FL,1/5/2019,light,27.2856863,-80.36344364
Levittown,PA,1/16/2019,cigar,40.15235409,-74.85012409
Wakefield,RI,1/16/2019,light,41.42817246,-71.53538841
Cloquet,MN,1/16/2019,circle,46.744,-92.5739
Talbotton,GA,1/5/2019,circle,32.6776,-84.5394
Racine,WI,1/6/2019,diamond,42.72967247,-87.8280007
Orlando,FL,1/6/2019,light,28.5192467,-81.35409598
Denver,CO,1/6/2019,cigar,39.74512637,-104.9593459
Chattanooga,TN,1/6/2019,other,35.05513711,-85.27057025
Santa Fe,NM,1/6/2019,light,35.66108268,-105.9539071
Lowell,NC,1/16/2019,oval,35.271,-81.0993
Greenwich,CT,1/6/2019,circle,41.05957602,-73.64275497
Honolulu,HI,1/7/2019,light,21.32260015,-157.8401287
Queen Creek,AZ,1/7/2019,unknown,33.24702,-111.6332933
Hurricane,WV,1/7/2019,light,38.4043,-81.9702
Calgary,AB,1/8/2019,unknown,51.04237871,-114.0574425
Queen Creek,AZ,1/8/2019,diamond,33.24702,-111.6332933
Longs,SC,1/8/2019,flash,33.8944,-78.7503
Yorktown,VA,1/8/2019,light,37.15589762,-76.4635381
Imperial Beach,CA,1/8/2019,triangle,32.5724,-117.1132
Newton,IA,1/8/2019,cylinder,41.7232,-93.0334
Rochester,NY,1/8/2019,circle,43.15504152,-77.61785896
Port Charlotte,FL,1/8/2019,light,26.98100661,-82.11690661
Memphis,TN,1/8/2019,unknown,35.12547266,-89.92692482
Maricopa,AZ,1/8/2019,unknown,33.05586757,-112.0559892
